net,length_um
_00015_,4.56µm
_00033_,4.56µm
_00064_,4.56µm
_01130_,4.56µm
_01603_,4.56µm
_01774_,4.56µm
_01865_,4.56µm
_02011_,4.56µm
_02074_,4.56µm
_02150_,4.56µm
_02168_,4.56µm
_02505_,4.56µm
_02586_,4.56µm
_02595_,4.56µm
_02683_,4.56µm
_02701_,4.56µm
_03055_,4.56µm
_03166_,4.56µm
_03547_,4.56µm
_04207_,4.56µm
_04267_,4.56µm
_04343_,4.56µm
_04380_,4.56µm
_04463_,4.56µm
_04474_,4.56µm
_05002_,4.56µm
_05038_,4.56µm
_06362_,4.56µm
_07879_,4.56µm
_08101_,4.56µm
_08157_,4.56µm
_08804_,4.56µm
_08847_,4.56µm
_09220_,4.56µm
_09780_,4.56µm
_09942_,4.56µm
_11509_,4.56µm
_11562_,4.56µm
_11588_,4.56µm
_11600_,4.56µm
_11907_,4.56µm
_12210_,4.56µm
_12276_,4.56µm
_14216_,4.56µm
_14439_,4.56µm
_14484_,4.56µm
_14508_,4.56µm
_14673_,4.56µm
_15090_,4.56µm
_15267_,4.56µm
_15402_,4.56µm
_15726_,4.56µm
_16119_,4.56µm
_16336_,4.56µm
_16480_,4.56µm
_16619_,4.56µm
_18015_,4.56µm
_18248_,4.56µm
_18494_,4.56µm
_18541_,4.56µm
_18664_,4.56µm
_18722_,4.56µm
_19133_,4.56µm
_19169_,4.56µm
_19193_,4.56µm
_19335_,4.56µm
_19491_,4.56µm
_19986_,4.56µm
_20051_,4.56µm
_20181_,4.56µm
_20267_,4.56µm
_20296_,4.56µm
_20516_,4.56µm
_20524_,4.56µm
_20638_,4.56µm
_20896_,4.56µm
u_ctrl.tt_wr_abs_deadline\[4\],4.56µm
u_ctrl.u_task_table.deadline_mem\[15\]\[8\],4.56µm
u_ctrl.u_task_table.wcet_mem\[1\]\[5\],4.56µm
_00060_,4.54µm
_00111_,4.54µm
_00195_,4.54µm
_00384_,4.54µm
_01215_,4.54µm
_01217_,4.54µm
_01347_,4.54µm
_01515_,4.54µm
_01676_,4.54µm
_01719_,4.54µm
_01934_,4.54µm
_02084_,4.54µm
_02143_,4.54µm
_02339_,4.54µm
_02354_,4.54µm
_02568_,4.54µm
_02602_,4.54µm
_02755_,4.54µm
_03220_,4.54µm
_04903_,4.54µm
_07836_,4.54µm
_10048_,4.54µm
_11015_,4.54µm
_11635_,4.54µm
_11999_,4.54µm
_15951_,4.54µm
_16011_,4.54µm
_17585_,4.54µm
_18998_,4.54µm
_09086_,4.51µm
net1522,4.51µm
_02773_,4.505µm
_19313_,4.49µm
u_ctrl.u_task_table.remaining_wcet_mem\[8\]\[7\],4.485µm
_03170_,4.48µm
_03191_,4.48µm
_03621_,4.48µm
_03895_,4.48µm
_04128_,4.48µm
_04234_,4.48µm
_04375_,4.48µm
_05151_,4.48µm
_05320_,4.48µm
_05715_,4.48µm
_06928_,4.48µm
_06998_,4.48µm
_07030_,4.48µm
_07278_,4.48µm
_07600_,4.48µm
_07987_,4.48µm
_08445_,4.48µm
_08899_,4.48µm
_09093_,4.48µm
_09273_,4.48µm
_09877_,4.48µm
_09936_,4.48µm
_10194_,4.48µm
_10480_,4.48µm
_10569_,4.48µm
_11270_,4.48µm
_11590_,4.48µm
_11851_,4.48µm
_14873_,4.48µm
_14903_,4.48µm
_15208_,4.48µm
_15256_,4.48µm
_15998_,4.48µm
_16116_,4.48µm
_16354_,4.48µm
_17787_,4.48µm
_18677_,4.48µm
_18805_,4.48µm
_18862_,4.48µm
_18865_,4.48µm
_19119_,4.48µm
_19252_,4.48µm
_19793_,4.48µm
_20153_,4.48µm
_20387_,4.48µm
_20548_,4.48µm
_20650_,4.48µm
_20848_,4.48µm
_21118_,4.48µm
_21385_,4.48µm
_07073_,4.47µm
u_ctrl.u_task_table.remaining_wcet_mem\[9\]\[14\],4.465µm
u_ctrl.u_task_table.wcet_mem\[4\]\[1\],4.465µm
_00047_,4.46µm
_00072_,4.46µm
_00079_,4.46µm
_00089_,4.46µm
_00102_,4.46µm
_00117_,4.46µm
_00142_,4.46µm
_00298_,4.46µm
_00328_,4.46µm
_00346_,4.46µm
_00410_,4.46µm
_00632_,4.46µm
_00782_,4.46µm
_00985_,4.46µm
_01048_,4.46µm
_01117_,4.46µm
_01133_,4.46µm
_01137_,4.46µm
_01312_,4.46µm
_01314_,4.46µm
_01349_,4.46µm
_01390_,4.46µm
_01453_,4.46µm
_01456_,4.46µm
_01522_,4.46µm
_01526_,4.46µm
_01547_,4.46µm
_01638_,4.46µm
_01690_,4.46µm
_01790_,4.46µm
_01957_,4.46µm
_02065_,4.46µm
_02099_,4.46µm
_02116_,4.46µm
_02351_,4.46µm
_02352_,4.46µm
_02357_,4.46µm
_02443_,4.46µm
_02475_,4.46µm
_02530_,4.46µm
_02538_,4.46µm
_02572_,4.46µm
_02597_,4.46µm
_02667_,4.46µm
_02756_,4.46µm
_02758_,4.46µm
_02880_,4.46µm
_03456_,4.46µm
_03608_,4.46µm
_03816_,4.46µm
_03906_,4.46µm
_03912_,4.46µm
_03953_,4.46µm
_03976_,4.46µm
_04026_,4.46µm
_04456_,4.46µm
_04472_,4.46µm
_04492_,4.46µm
_04912_,4.46µm
_05198_,4.46µm
_06052_,4.46µm
_06063_,4.46µm
_06174_,4.46µm
_06232_,4.46µm
_06704_,4.46µm
_06861_,4.46µm
_07309_,4.46µm
_07395_,4.46µm
_07731_,4.46µm
_08158_,4.46µm
_08161_,4.46µm
_08270_,4.46µm
_08271_,4.46µm
_08391_,4.46µm
_08663_,4.46µm
_09094_,4.46µm
_09131_,4.46µm
_09167_,4.46µm
_10469_,4.46µm
_10820_,4.46µm
_11150_,4.46µm
_11326_,4.46µm
_11386_,4.46µm
_11436_,4.46µm
_12370_,4.46µm
_12430_,4.46µm
_12548_,4.46µm
_12710_,4.46µm
_12835_,4.46µm
_12936_,4.46µm
_13215_,4.46µm
_13284_,4.46µm
_13342_,4.46µm
_13520_,4.46µm
_13649_,4.46µm
_13997_,4.46µm
_14101_,4.46µm
_14188_,4.46µm
_14199_,4.46µm
_14354_,4.46µm
_14535_,4.46µm
_14637_,4.46µm
_14832_,4.46µm
_16229_,4.46µm
_17130_,4.46µm
_17302_,4.46µm
_17746_,4.46µm
_17879_,4.46µm
_18306_,4.46µm
_18766_,4.46µm
_18828_,4.46µm
_19777_,4.46µm
_19869_,4.46µm
_21077_,4.46µm
ctrl_cmd_word\[2\],4.46µm
u_ctrl.tick_count\[25\],4.46µm
u_ctrl.tt_wr_period\[2\],4.46µm
u_ctrl.u_task_table.abs_deadline_mem\[1\]\[0\],4.46µm
u_ctrl.u_task_table.abs_deadline_mem\[6\]\[12\],4.46µm
u_ctrl.u_task_table.abs_deadline_mem\[6\]\[13\],4.46µm
u_ctrl.u_task_table.abs_deadline_mem\[9\]\[5\],4.46µm
u_ctrl.u_task_table.deadline_mem\[14\]\[10\],4.46µm
u_ctrl.u_task_table.deadline_mem\[14\]\[14\],4.46µm
u_ctrl.u_task_table.period_mem\[12\]\[9\],4.46µm
u_ctrl.u_task_table.wcet_mem\[0\]\[10\],4.46µm
u_ctrl.u_task_table.wcet_mem\[10\]\[10\],4.46µm
u_scan.scan_reg\[106\],4.46µm
u_scan.scan_reg\[115\],4.46µm
u_scan.scan_reg\[167\],4.46µm
u_scan.scan_reg\[168\],4.46µm
u_scan.scan_reg\[227\],4.46µm
u_scan.scan_reg\[234\],4.46µm
u_scan.scan_reg\[59\],4.46µm
u_sq.cnt_mem\[0\]\[7\],4.46µm
u_sq.cnt_mem\[14\]\[26\],4.46µm
u_sq.id_mem\[10\]\[1\],4.46µm
u_sq.id_mem\[12\]\[2\],4.46µm
_21049_,4.455µm
_02288_,4.44µm
_02589_,4.44µm
_03246_,4.44µm
_03450_,4.44µm
_03550_,4.44µm
_03563_,4.44µm
_03713_,4.44µm
_03894_,4.44µm
_03934_,4.44µm
_04016_,4.44µm
_04597_,4.44µm
_04979_,4.44µm
_06340_,4.44µm
_06386_,4.44µm
_07038_,4.44µm
_07293_,4.44µm
_07295_,4.44µm
_08383_,4.44µm
_08482_,4.44µm
_08506_,4.44µm
_08669_,4.44µm
_08841_,4.44µm
_08875_,4.44µm
_09126_,4.44µm
_09386_,4.44µm
_09800_,4.44µm
_10370_,4.44µm
_11770_,4.44µm
_12174_,4.44µm
_12209_,4.44µm
_12298_,4.44µm
_13993_,4.44µm
_14281_,4.44µm
_15823_,4.44µm
_15938_,4.44µm
_16533_,4.44µm
_16678_,4.44µm
_17880_,4.44µm
_18431_,4.44µm
_18488_,4.44µm
_20002_,4.44µm
_20090_,4.44µm
_20705_,4.44µm
u_ctrl.u_task_table.wcet_mem\[15\]\[4\],4.44µm
_03863_,4.43µm
_01076_,4.425µm
_00061_,4.42µm
_00443_,4.42µm
_00456_,4.42µm
_00484_,4.42µm
_00691_,4.42µm
_00979_,4.42µm
_01141_,4.42µm
_02060_,4.42µm
_02364_,4.42µm
_02582_,4.42µm
_03659_,4.42µm
_04567_,4.42µm
_04612_,4.42µm
_05072_,4.42µm
_06291_,4.42µm
_06313_,4.42µm
_06543_,4.42µm
_06950_,4.42µm
_07300_,4.42µm
_07303_,4.42µm
_07433_,4.42µm
_07516_,4.42µm
_07517_,4.42µm
_07541_,4.42µm
_07558_,4.42µm
_07651_,4.42µm
_07874_,4.42µm
_08314_,4.42µm
_08855_,4.42µm
_08907_,4.42µm
_08946_,4.42µm
_09291_,4.42µm
_09382_,4.42µm
_10473_,4.42µm
_11132_,4.42µm
_12159_,4.42µm
_12193_,4.42µm
_12681_,4.42µm
_12820_,4.42µm
_13134_,4.42µm
_13487_,4.42µm
_13674_,4.42µm
_13738_,4.42µm
_13834_,4.42µm
_13864_,4.42µm
_13925_,4.42µm
_14038_,4.42µm
_14513_,4.42µm
_15037_,4.42µm
_15101_,4.42µm
_15150_,4.42µm
_15457_,4.42µm
_15928_,4.42µm
_16105_,4.42µm
_16309_,4.42µm
_16467_,4.42µm
_16723_,4.42µm
_16735_,4.42µm
_16771_,4.42µm
_16779_,4.42µm
_17523_,4.42µm
_18580_,4.42µm
_19219_,4.42µm
_19242_,4.42µm
_19283_,4.42µm
_19296_,4.42µm
_19355_,4.42µm
_19917_,4.42µm
_20047_,4.42µm
_20071_,4.42µm
_20213_,4.42µm
_20287_,4.42µm
_20479_,4.42µm
_20501_,4.42µm
_21035_,4.42µm
u_scan.scan_reg\[52\],4.42µm
net50,4.42µm
_18387_,4.415µm
_01084_,4.405µm
_10937_,4.4µm
_17487_,4.375µm
_02913_,4.36µm
_03150_,4.36µm
_03471_,4.36µm
_03731_,4.36µm
_03992_,4.36µm
_04005_,4.36µm
_04025_,4.36µm
_04889_,4.36µm
_04991_,4.36µm
_05380_,4.36µm
_05528_,4.36µm
_05880_,4.36µm
_07362_,4.36µm
_09178_,4.36µm
_10017_,4.36µm
_10229_,4.36µm
_10686_,4.36µm
_11440_,4.36µm
_11981_,4.36µm
_12148_,4.36µm
_12260_,4.36µm
_12328_,4.36µm
_12374_,4.36µm
_12475_,4.36µm
_12702_,4.36µm
_12718_,4.36µm
_12863_,4.36µm
_12877_,4.36µm
_12915_,4.36µm
_12916_,4.36µm
_12979_,4.36µm
_13003_,4.36µm
_13057_,4.36µm
_13077_,4.36µm
_13483_,4.36µm
_13485_,4.36µm
_13502_,4.36µm
_13521_,4.36µm
_13557_,4.36µm
_13587_,4.36µm
_13637_,4.36µm
_13760_,4.36µm
_13895_,4.36µm
_13905_,4.36µm
_13921_,4.36µm
_13930_,4.36µm
_14027_,4.36µm
_14060_,4.36µm
_14063_,4.36µm
_14067_,4.36µm
_14196_,4.36µm
_14241_,4.36µm
_14264_,4.36µm
_14356_,4.36µm
_14374_,4.36µm
_14375_,4.36µm
_15343_,4.36µm
_16321_,4.36µm
_16823_,4.36µm
_16864_,4.36µm
_17449_,4.36µm
_17670_,4.36µm
_20563_,4.36µm
_00450_,4.34µm
_00573_,4.34µm
_00763_,4.34µm
_01042_,4.34µm
_01100_,4.34µm
_01114_,4.34µm
_01196_,4.34µm
_01244_,4.34µm
_01254_,4.34µm
_01277_,4.34µm
_01409_,4.34µm
_01589_,4.34µm
_01703_,4.34µm
_01733_,4.34µm
_01933_,4.34µm
_02072_,4.34µm
_02079_,4.34µm
_02872_,4.34µm
_03028_,4.34µm
_03060_,4.34µm
_03209_,4.34µm
_03331_,4.34µm
_03493_,4.34µm
_03494_,4.34µm
_03654_,4.34µm
_04199_,4.34µm
_04229_,4.34µm
_04408_,4.34µm
_04505_,4.34µm
_04805_,4.34µm
_05059_,4.34µm
_05106_,4.34µm
_05445_,4.34µm
_05868_,4.34µm
_05874_,4.34µm
_05923_,4.34µm
_05965_,4.34µm
_06013_,4.34µm
_06325_,4.34µm
_06509_,4.34µm
_06544_,4.34µm
_06657_,4.34µm
_06937_,4.34µm
_06938_,4.34µm
_07183_,4.34µm
_07381_,4.34µm
_07394_,4.34µm
_07417_,4.34µm
_07431_,4.34µm
_07496_,4.34µm
_07889_,4.34µm
_07904_,4.34µm
_07992_,4.34µm
_08160_,4.34µm
_08165_,4.34µm
_08167_,4.34µm
_08170_,4.34µm
_08228_,4.34µm
_08242_,4.34µm
_08379_,4.34µm
_08384_,4.34µm
_08402_,4.34µm
_08532_,4.34µm
_08579_,4.34µm
_08583_,4.34µm
_08586_,4.34µm
_08831_,4.34µm
_08984_,4.34µm
_09040_,4.34µm
_09101_,4.34µm
_09331_,4.34µm
_09350_,4.34µm
_09375_,4.34µm
_09376_,4.34µm
_09465_,4.34µm
_09475_,4.34µm
_09639_,4.34µm
_09906_,4.34µm
_09978_,4.34µm
_10054_,4.34µm
_10182_,4.34µm
_10192_,4.34µm
_10514_,4.34µm
_10597_,4.34µm
_11045_,4.34µm
_11243_,4.34µm
_11335_,4.34µm
_11336_,4.34µm
_11607_,4.34µm
_11641_,4.34µm
_11666_,4.34µm
_11738_,4.34µm
_11862_,4.34µm
_12249_,4.34µm
_12537_,4.34µm
_12631_,4.34µm
_12781_,4.34µm
_12836_,4.34µm
_12885_,4.34µm
_13160_,4.34µm
_13315_,4.34µm
_13432_,4.34µm
_13450_,4.34µm
_13529_,4.34µm
_13656_,4.34µm
_13692_,4.34µm
_14003_,4.34µm
_14322_,4.34µm
_14346_,4.34µm
_14497_,4.34µm
_14516_,4.34µm
_14591_,4.34µm
_14599_,4.34µm
_14601_,4.34µm
_14640_,4.34µm
_14651_,4.34µm
_14977_,4.34µm
_15092_,4.34µm
_15139_,4.34µm
_15428_,4.34µm
_15811_,4.34µm
_15846_,4.34µm
_15988_,4.34µm
_16361_,4.34µm
_16381_,4.34µm
_16534_,4.34µm
_16618_,4.34µm
_16684_,4.34µm
_16953_,4.34µm
_17005_,4.34µm
_17019_,4.34µm
_17116_,4.34µm
_17186_,4.34µm
_17326_,4.34µm
_17723_,4.34µm
_17801_,4.34µm
_17997_,4.34µm
_18157_,4.34µm
_18179_,4.34µm
_18181_,4.34µm
_18579_,4.34µm
_18693_,4.34µm
_18850_,4.34µm
_19092_,4.34µm
_19472_,4.34µm
_19678_,4.34µm
_19688_,4.34µm
_19718_,4.34µm
_19813_,4.34µm
_19908_,4.34µm
_19932_,4.34µm
_19954_,4.34µm
_20385_,4.34µm
_20506_,4.34µm
_20564_,4.34µm
_20927_,4.34µm
_21133_,4.34µm
_21169_,4.34µm
_21192_,4.34µm
_21265_,4.34µm
_21277_,4.34µm
_21396_,4.34µm
_21414_,4.34µm
u_ctrl.tt_wr_period\[12\],4.34µm
u_ctrl.tt_wr_period\[14\],4.34µm
u_ctrl.tt_wr_remaining_wcet\[1\],4.34µm
u_ctrl.u_task_table.deadline_mem\[14\]\[7\],4.34µm
u_ctrl.u_task_table.period_mem\[12\]\[4\],4.34µm
u_ctrl.u_task_table.remaining_wcet_mem\[3\]\[8\],4.34µm
u_scan.scan_reg\[129\],4.34µm
u_scan.scan_reg\[163\],4.34µm
u_scan.scan_reg\[187\],4.34µm
u_scan.scan_reg\[192\],4.34µm
u_scan.scan_reg\[195\],4.34µm
u_scan.scan_reg\[203\],4.34µm
u_scan.scan_reg\[85\],4.34µm
u_sq.id_mem\[13\]\[0\],4.34µm
_02255_,4.32µm
_05789_,4.32µm
_06526_,4.32µm
_08150_,4.32µm
_15188_,4.32µm
_19467_,4.32µm
_00083_,4.305µm
_02777_,4.305µm
_05057_,4.29µm
_00012_,4.265µm
_00636_,4.265µm
_01077_,4.265µm
_01548_,4.265µm
_02789_,4.265µm
_02811_,4.265µm
_02820_,4.265µm
_06693_,4.245µm
_01063_,4.24µm
_01087_,4.24µm
_05712_,4.24µm
_08221_,4.24µm
_10340_,4.24µm
_11794_,4.24µm
_12856_,4.24µm
_17111_,4.24µm
_19850_,4.24µm
_00207_,4.22µm
_00285_,4.22µm
_00363_,4.22µm
_00382_,4.22µm
_01027_,4.22µm
_01030_,4.22µm
_01210_,4.22µm
_01218_,4.22µm
_01228_,4.22µm
_01253_,4.22µm
_01288_,4.22µm
_01441_,4.22µm
_01482_,4.22µm
_01745_,4.22µm
_01785_,4.22µm
_01805_,4.22µm
_01943_,4.22µm
_01956_,4.22µm
_02042_,4.22µm
_02062_,4.22µm
_02095_,4.22µm
_02134_,4.22µm
_02204_,4.22µm
_02260_,4.22µm
_02268_,4.22µm
_02303_,4.22µm
_02360_,4.22µm
_02361_,4.22µm
_02472_,4.22µm
_02488_,4.22µm
_02506_,4.22µm
_02914_,4.22µm
_02991_,4.22µm
_03181_,4.22µm
_03350_,4.22µm
_03445_,4.22µm
_03622_,4.22µm
_04093_,4.22µm
_04383_,4.22µm
_04410_,4.22µm
_04411_,4.22µm
_04721_,4.22µm
_04759_,4.22µm
_05462_,4.22µm
_05975_,4.22µm
_06072_,4.22µm
_06233_,4.22µm
_06238_,4.22µm
_06440_,4.22µm
_06507_,4.22µm
_06830_,4.22µm
_06844_,4.22µm
_06855_,4.22µm
_06896_,4.22µm
_07106_,4.22µm
_07122_,4.22µm
_07288_,4.22µm
_07364_,4.22µm
_07450_,4.22µm
_07497_,4.22µm
_07574_,4.22µm
_07995_,4.22µm
_08021_,4.22µm
_08086_,4.22µm
_08151_,4.22µm
_08175_,4.22µm
_08195_,4.22µm
_08259_,4.22µm
_08366_,4.22µm
_08815_,4.22µm
_08924_,4.22µm
_09148_,4.22µm
_09240_,4.22µm
_09351_,4.22µm
_09966_,4.22µm
_10799_,4.22µm
_10888_,4.22µm
_11097_,4.22µm
_11382_,4.22µm
_11558_,4.22µm
_11591_,4.22µm
_11691_,4.22µm
_11756_,4.22µm
_11893_,4.22µm
_11928_,4.22µm
_11940_,4.22µm
_12178_,4.22µm
_12395_,4.22µm
_12449_,4.22µm
_12568_,4.22µm
_13311_,4.22µm
_13671_,4.22µm
_14590_,4.22µm
_14721_,4.22µm
_16387_,4.22µm
_16772_,4.22µm
_17833_,4.22µm
_18028_,4.22µm
_18032_,4.22µm
_18546_,4.22µm
_18578_,4.22µm
_18673_,4.22µm
_19103_,4.22µm
_19107_,4.22µm
_19989_,4.22µm
_20308_,4.22µm
_21209_,4.22µm
_03554_,4.2µm
_04870_,4.2µm
_05900_,4.2µm
_06668_,4.2µm
_09159_,4.2µm
_11384_,4.2µm
_14662_,4.2µm
_15880_,4.2µm
_18893_,4.2µm
_02205_,4.165µm
_02611_,4.16µm
_00029_,4.145µm
_00708_,4.145µm
_01687_,4.145µm
_00643_,4.14µm
_00682_,4.14µm
_00871_,4.14µm
_05097_,4.14µm
_07036_,4.14µm
_07604_,4.14µm
_09965_,4.14µm
_10326_,4.14µm
_12372_,4.14µm
_14713_,4.14µm
_14787_,4.14µm
_15548_,4.14µm
_16202_,4.14µm
_17134_,4.14µm
_17974_,4.14µm
_18724_,4.14µm
_18772_,4.14µm
_19345_,4.14µm
_00080_,4.12µm
_00280_,4.12µm
_00303_,4.12µm
_00354_,4.12µm
_01118_,4.12µm
_01120_,4.12µm
_01139_,4.12µm
_01154_,4.12µm
_01385_,4.12µm
_01662_,4.12µm
_01718_,4.12µm
_01768_,4.12µm
_01794_,4.12µm
_01960_,4.12µm
_02013_,4.12µm
_02087_,4.12µm
_02140_,4.12µm
_02211_,4.12µm
_02227_,4.12µm
_02246_,4.12µm
_02431_,4.12µm
_02491_,4.12µm
_02510_,4.12µm
_02738_,4.12µm
_02743_,4.12µm
_06737_,4.12µm
_09038_,4.12µm
_09498_,4.12µm
_09759_,4.12µm
_09858_,4.12µm
_10863_,4.12µm
_10933_,4.12µm
_11733_,4.12µm
_15560_,4.12µm
_18855_,4.12µm
_19215_,4.12µm
u_ctrl.u_task_table.abs_deadline_mem\[6\]\[10\],4.12µm
u_ctrl.u_task_table.wcet_mem\[6\]\[9\],4.12µm
_08404_,4.11µm
_00073_,4.1µm
_00447_,4.1µm
_00540_,4.1µm
_00942_,4.1µm
_00943_,4.1µm
_00976_,4.1µm
_01378_,4.1µm
_01592_,4.1µm
_01630_,4.1µm
_01691_,4.1µm
_02265_,4.1µm
_02299_,4.1µm
_03066_,4.1µm
_03115_,4.1µm
_03161_,4.1µm
_03183_,4.1µm
_03212_,4.1µm
_03464_,4.1µm
_03536_,4.1µm
_03834_,4.1µm
_03855_,4.1µm
_04182_,4.1µm
_04325_,4.1µm
_04379_,4.1µm
_05243_,4.1µm
_05457_,4.1µm
_05851_,4.1µm
_05931_,4.1µm
_06104_,4.1µm
_06471_,4.1µm
_06789_,4.1µm
_06826_,4.1µm
_07891_,4.1µm
_08108_,4.1µm
_08843_,4.1µm
_08900_,4.1µm
_09263_,4.1µm
_10493_,4.1µm
_10589_,4.1µm
_10738_,4.1µm
_11000_,4.1µm
_11023_,4.1µm
_11419_,4.1µm
_11461_,4.1µm
_11587_,4.1µm
_11747_,4.1µm
_12074_,4.1µm
_14657_,4.1µm
_14750_,4.1µm
_14799_,4.1µm
_14803_,4.1µm
_14891_,4.1µm
_15165_,4.1µm
_15314_,4.1µm
_15322_,4.1µm
_15387_,4.1µm
_15519_,4.1µm
_15680_,4.1µm
_15686_,4.1µm
_15692_,4.1µm
_15701_,4.1µm
_15836_,4.1µm
_15897_,4.1µm
_16232_,4.1µm
_16292_,4.1µm
_16332_,4.1µm
_16396_,4.1µm
_16424_,4.1µm
_16631_,4.1µm
_16656_,4.1µm
_16930_,4.1µm
_17131_,4.1µm
_17752_,4.1µm
_18103_,4.1µm
_18491_,4.1µm
_18535_,4.1µm
_18967_,4.1µm
_18996_,4.1µm
_19185_,4.1µm
_19282_,4.1µm
_19471_,4.1µm
_19525_,4.1µm
_19581_,4.1µm
_19649_,4.1µm
_19795_,4.1µm
_19933_,4.1µm
_19999_,4.1µm
_20216_,4.1µm
_20475_,4.1µm
_20483_,4.1µm
_20559_,4.1µm
_20715_,4.1µm
_20787_,4.1µm
_20788_,4.1µm
_20934_,4.1µm
_21061_,4.1µm
u_ctrl.u_task_table.status_mem\[2\]\[2\],4.1µm
u_scan.scan_reg\[103\],4.1µm
u_scan.scan_reg\[161\],4.1µm
u_scan.scan_reg\[251\],4.1µm
u_sq.cnt_mem\[11\]\[9\],4.1µm
u_sq.cnt_mem\[8\]\[11\],4.1µm
_00024_,4.08µm
_00431_,4.08µm
_00609_,4.08µm
_01041_,4.08µm
_01198_,4.08µm
_01333_,4.08µm
_02612_,4.08µm
_04651_,4.08µm
_06128_,4.08µm
_16457_,4.08µm
_16740_,4.08µm
_02562_,4.045µm
_02803_,4.045µm
_02807_,4.045µm
_02813_,4.045µm
_00698_,4.025µm
_00878_,4.02µm
_02967_,4.02µm
_03293_,4.02µm
_03349_,4.02µm
_03440_,4.02µm
_03496_,4.02µm
_03503_,4.02µm
_03527_,4.02µm
_03667_,4.02µm
_03948_,4.02µm
_03987_,4.02µm
_04190_,4.02µm
_04354_,4.02µm
_04638_,4.02µm
_04928_,4.02µm
_04976_,4.02µm
_05027_,4.02µm
_05058_,4.02µm
_05287_,4.02µm
_05548_,4.02µm
_05808_,4.02µm
_05827_,4.02µm
_06307_,4.02µm
_06576_,4.02µm
_06659_,4.02µm
_06696_,4.02µm
_07134_,4.02µm
_07313_,4.02µm
_07322_,4.02µm
_07918_,4.02µm
_07921_,4.02µm
_08333_,4.02µm
_08726_,4.02µm
_08755_,4.02µm
_08760_,4.02µm
_08794_,4.02µm
_08859_,4.02µm
_09195_,4.02µm
_09871_,4.02µm
_10030_,4.02µm
_10174_,4.02µm
_10216_,4.02µm
_11034_,4.02µm
_11046_,4.02µm
_11622_,4.02µm
_11707_,4.02µm
_12198_,4.02µm
_14585_,4.02µm
_14602_,4.02µm
_14809_,4.02µm
_14814_,4.02µm
_15885_,4.02µm
_15891_,4.02µm
_16279_,4.02µm
_16333_,4.02µm
_16705_,4.02µm
_16720_,4.02µm
_17092_,4.02µm
_17098_,4.02µm
_17619_,4.02µm
_17661_,4.02µm
_17753_,4.02µm
_17788_,4.02µm
_17837_,4.02µm
_17979_,4.02µm
_17982_,4.02µm
_18142_,4.02µm
_18467_,4.02µm
_18489_,4.02µm
_18832_,4.02µm
_18841_,4.02µm
_19011_,4.02µm
_19137_,4.02µm
_19311_,4.02µm
_19530_,4.02µm
_19584_,4.02µm
_19745_,4.02µm
_20106_,4.02µm
_20185_,4.02µm
_20268_,4.02µm
_20383_,4.02µm
_20945_,4.02µm
u_sq.cnt_mem\[8\]\[6\],4.02µm
_00049_,4µm
_00087_,4µm
_00140_,4µm
_00208_,4µm
_00261_,4µm
_00300_,4µm
_00306_,4µm
_00326_,4µm
_00329_,4µm
_00344_,4µm
_00412_,4µm
_00560_,4µm
_00618_,4µm
_00681_,4µm
_00946_,4µm
_00967_,4µm
_01125_,4µm
_01178_,4µm
_01224_,4µm
_01226_,4µm
_01285_,4µm
_01304_,4µm
_01356_,4µm
_01365_,4µm
_01444_,4µm
_01549_,4µm
_01615_,4µm
_01688_,4µm
_01753_,4µm
_01762_,4µm
_01873_,4µm
_01895_,4µm
_01914_,4µm
_01980_,4µm
_01996_,4µm
_02007_,4µm
_02021_,4µm
_02036_,4µm
_02054_,4µm
_02055_,4µm
_02069_,4µm
_02075_,4µm
_02081_,4µm
_02089_,4µm
_02090_,4µm
_02103_,4µm
_02212_,4µm
_02221_,4µm
_02233_,4µm
_02237_,4µm
_02238_,4µm
_02242_,4µm
_02249_,4µm
_02253_,4µm
_02377_,4µm
_02388_,4µm
_02400_,4µm
_02425_,4µm
_02537_,4µm
_02545_,4µm
_02588_,4µm
_02642_,4µm
_02644_,4µm
_02671_,4µm
_02700_,4µm
_03105_,4µm
_03453_,4µm
_03799_,4µm
_03862_,4µm
_04156_,4µm
_04320_,4µm
_04568_,4µm
_04611_,4µm
_04795_,4µm
_04925_,4µm
_04959_,4µm
_05335_,4µm
_05700_,4µm
_05822_,4µm
_06037_,4µm
_06109_,4µm
_06246_,4µm
_06417_,4µm
_07088_,4µm
_07404_,4µm
_07696_,4µm
_08139_,4µm
_08713_,4µm
_08802_,4µm
_09297_,4µm
_09713_,4µm
_09918_,4µm
_09929_,4µm
_09935_,4µm
_09958_,4µm
_10012_,4µm
_10033_,4µm
_10083_,4µm
_10302_,4µm
_10322_,4µm
_10385_,4µm
_10627_,4µm
_10677_,4µm
_10818_,4µm
_11025_,4µm
_11505_,4µm
_11732_,4µm
_11834_,4µm
_12111_,4µm
_12497_,4µm
_12891_,4µm
_13000_,4µm
_13059_,4µm
_13343_,4µm
_13353_,4µm
_13392_,4µm
_13507_,4µm
_13891_,4µm
_13900_,4µm
_14098_,4µm
_14226_,4µm
_14293_,4µm
_14695_,4µm
_15098_,4µm
_15111_,4µm
_15507_,4µm
_15625_,4µm
_15706_,4µm
_16001_,4µm
_16411_,4µm
_16669_,4µm
_16816_,4µm
_17158_,4µm
_17294_,4µm
_17734_,4µm
_17743_,4µm
